uid,歯科医院名,医院HPのリンク,記事地域名１,表側矯正,裏側矯正,インビザライン,キレイライン矯正,種類が不明な場合,種類①,種類①の費用,種類②,種類②の費用,種類③,種類③の費用,種類④,種類④の費用,キャッチコピー（15~30字）,見出し1（10〜30字）,文章1（100〜150字）,見出し2（10〜30字）,文章2（100〜150字）,見出し3（10〜30字）,文章3（100〜150字）,メモ,口コミ①（30~70字）,口コミ①の引用元,口コミ①の引用リンク,口コミ②（30~70字）,口コミ②の引用元,口コミ②の引用リンク,1枚目のリンク,2枚目のリンク,3枚目のリンク,4枚目のリンク,院長写真のリンク,院長名,院長紹介文,院長紹介文URL,現金,クレジットカード,デンタルローン,銀聯,電子マネー,銀行振込,最寄り駅 最寄り駅からのアクセス,駐車場の有無・駐車可能台数,午前診療時間,午後診療時間,月曜午前,月曜午後,火曜午前,火曜午後,水曜午前,水曜午後,木曜午前,木曜午後,金曜午前,金曜午後,土曜午前,土曜午後,日曜午前,日曜午後,祝日午前,祝日午後,補足の文章,PlaceID,備考,CTA,clinic_name_romaji,doctor_name_romaji,shortcode,サブディレクトリ契約中,送客契約中,KL提携
0,立川やまのうち矯正歯科,https://www.yamanouchi-kyousei.com/,立川,"600,000～700,000","1,000,000","800,000",,,小児矯正,"350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,多摩都市モノレール 泉体育館駅 徒歩4分、多摩都市モノレール 砂川七番駅 徒歩5分,2台完備,10:00～13:00,14:30～18:00,ー,ー,●,●,●,●,ー,ー,●,●,★,※,☆,☆,ー,ー,★：09:30〜12:30、※：14:00〜17:00、☆：日曜日診療あり、要問い合わせ,ChIJbY3DFUbhGGARv-p-annL458,,,tachikawayamanouchikyouseishika,,,,,
0,Smile@立川おとなとこどもの矯正歯科,http://www.smla.jp/,立川,"880,000","1,430,000","1,012,000",,,小児矯正,"440,000",成人矯正治療,"880,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR中央線・JR南武線 立川駅 徒歩2分、多摩都市モノレール 立川南駅 徒歩1分、多摩都市モノレール 立川北駅 徒歩2分,"無料駐車場1：パークジャパン曙町第7駐車場 22台、無料駐車場2：パークアベニュー4F～8F （7Fは利用不可）565台 ",10:30～13:30,15:00～19:30,ー,ー,●,●,●,●,ー,ー,●,●,★,※,★,※,ー,ー,★：10:00〜13:30、※：15:00〜18:30、月に1回日曜日休診,ChIJC9WDZfPhGGAR2ppxHhJUZsU,,,smile@tachikawaotonatokodomonokyouseishika,,,,,
0,山下矯正歯科,https://yamashitakyouseishika.com/,立川,,,,,,小児矯正,"60,000～300,000",成人矯正治療,"150,000～700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR中央線・JR南武線 立川駅 徒歩5分,記載なし,11:00〜14:00,15:30〜19:30	,ー,ー,●,●,●,●,ー,ー,●,●,★,※,★,※,ー,ー,★：10:00〜13:00、※：14:30〜18:30、日曜日は第2・4のみ診療,ChIJjZlvFGXhGGAREvPRmYpkj9Q,,,yamashitakyouseishika,,,,,
0,立川北口・ナオ矯正歯科,http://www.nao-kyousei.jp/,立川,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR立川駅 徒歩1分、多摩モノレール立川駅 徒歩2分,記載なし,10:00～13:00,14:30～19:30,ー,ー,●,●,●,●,●,●,●,●,●,●,★,★,ー,ー,★:日曜診療日10:00～13:00、14:30～18:00,ChIJlzRpmXrhGGARczrbvaRoS6A,,,tachikawakitaguchi-naokyouseishika,,,,,
0,OPひるま歯科矯正歯科,http://www.hiruma.or.jp/,立川,,,,,,小児矯正,"431,200〜539,000",成人矯正治療,"1,280,400〜1,472,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR立川駅 徒歩7分、モノレール立川 徒歩5分,記載なし,9:00〜13:00,14:30～18:00,★,★,●,●,●,●,ー,ー,●,●,●,●,★,★,ー,ー,★:第2、第4日曜日は診療、翌日の月曜日は休診,ChIJE2OiEHDhGGARPeDXwqmclLo,,,ophirumashikakyouseishika,,,,,
0,東京マウスピース矯正歯科 立川院,https://tokyo-mouthpiece.com/,立川,,,"900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立川駅 徒歩2分,記載なし,なし,12:00～19:00,ー,●,ー,ー,ー,●,ー,●,ー,ー,★,★,★,★,ー,ー,★:10:00〜17:30、第2・第4日曜休診  （HP記載は　”第1”であるがカレンダーは”第2”）,ChIJj4eS-WDhGGARZ04KPM_Boqo,,,toukyoumausupiisukyouseishika-tachikawain,,,,,
0,近藤歯科クリニック,https://kondo-shika-shinbi.com/,立川,,,"819,500",,,小児矯正,"385,000～495,000",成人矯正治療,"495,000～605,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立川駅 徒歩10分,駐車場3台,9:40～13:00,14:30～19:00,★,●,●,●,ー,ー,●,●,★,●,●,ー,ー,ー,ー,ー,★:10:00～13:00,ChIJUUyqD2_hGGARh0hGyfLEleQ,,,kondou-shika-clinic-709,,,,,
0,ひがみ歯科立川クリニック,https://higami-dental.com/,立川,,"1,210,000","880,000",,,小児矯正,"330,000",成人矯正治療,"770,000",部分矯正,"33,000",ホワイトワイヤー,"825,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,立川駅 徒歩7分、西国立駅 徒歩7分,有料駐車場あり,9:30～13:00,15:00～20:00,●,●,●,●,●,●,●,●,●,●,●,★,ー,ー,記載なし,記載なし,★:15:00〜18:00,ChIJs_ghiGLhGGARn5xf_4Fx9PQ,,,higamishikatachikawaclinic,,,,,
0,緑のテラス歯科クリニック,https://midori-terrace.com/,流山,"660,000",,,23.1〜41.8万円,"110,000～880,000",小児矯正,"330,000",,,,,,,プライバシーに配慮した完全個室で周囲の目が気にならない！,安心安全でストレスの少ない治療を受けられる,リラックスできる治療空間を提供するにあたり、すべての診察室は人目が気にならない完全個室となっています。患者さんも治療に専念しやすく、些細な悩みも打ち明けやすい診察室です。備え付けのモニターには画像が映り、歯の状態も把握しやすくなっています。,インプラントで天然歯に近い機能性を手に入れよう,緑のテラス歯科クリニックでは、高純度チタンを使用しているため、生体親和性が高いのが特徴です。専用のオペ室が用意されているため、高度な治療を行うことも可能です。スピーディーで安全性の高い手術を提供し、インプラントでも天然の歯と変わらない機能性を持つことができます。,矯正専門医が在籍！痛みが少ない治療を行う,矯正治療に関しては、卓越した技術力を持ち、豊富な実績のある矯正専門医が行います。矯正治療を行うことで美しい歯並びを手に入れるだけでなく咀嚼機能の改善や歯から起因するトラブルを防ぐことができます。健康的で美しい歯を手に入れましょう。,,受付の方や先生に丁寧に対応してもらいました。待ち合いは椅子もあり、休むことが出来ます。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/z200007490/tab/7/,場所は駅直結のモール内にあり、凄く行きやすかったです。診察も丁寧に説明をして頂いたので安心して治療出来ました。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/z200007490/tab/7/,https://midori-terrace.com/wp-content/uploads/2021/04/img01-1-300x200.jpg.webp,https://midori-terrace.com/wp-content/uploads/2021/04/img06-300x200.jpg.webp,https://midori-terrace.com/wp-content/uploads/2021/04/img14-300x200.jpg.webp,https://midori-terrace.com/wp-content/uploads/2021/04/img12-300x200.jpg.webp,https://midori-terrace.com/wp-content/uploads/2021/04/doctor.jpg.webp,丸山啓介,確かな医療技術のご提供とともに地域の皆さんがほっと一息つくようなあたたかな場所となるように―緑豊かなおおたかの森の美しい街並みに魅せられて、私自身も家族と一緒にこの地で暮らす住人の一人です。愛すべき地域の皆さんのために何かお役に立ちたいという一心でこちらにクリニックを開業いたしました。子育て中の若いファミリーからご高齢の方まで、年齢問わず幅広い患者さんのお悩みに当院が力強くお応えできる存在になれればと願っております。,https://midori-terrace.com/%e3%81%94%e6%8c%a8%e6%8b%b6,あり,,,,,,流山おおたかの森駅直結,記載なし,10:00〜13:30,15:00〜19:00,ー,ー,●,●,●,●,●,●,●,●,●,●,●,●,●,●,,ChIJfeXa-nubGGARvIxD8-cvUy4,,midori_terrace,midorinoterasu-shika-clinic,maruyamakeisuke,,あり,あり,あり
0,流山おおたかの森矯正歯科,https://otakanomori-ortho.com/index.html,流山,"880,000","1,210,000 〜 1,540,000","¥990,000",,,小児矯正,"440,000",成人矯正治療表側矯正,"440,000",成人矯正治療裏側矯正,"770,000 〜 1,100,000",成人矯正治療マウスピース矯正,"550,000",一人一人に合ったオーダーメイドの治療ができるクリニック,最良な治療方針を提案,写真や模型、X線写真などを使った精密検査後は、幅広い選択肢の中から最良な治療方針を提案。 患者さんの治療に関する心配や疑問を聞いてから検査したり、分かりやすい言葉で説明したりするため、安心して治療が受けられます。,"約1,200の実績がある","流山おおたかの森矯正歯科の院長は10年以上「大学病院」「矯正歯科治療専門クリニック」にて経験を積んでいます。子どもから大人まで1,200症例以上の実績があり、今までの症例から最善の治療を提案するため、治療の幅が広がります。",子どもから大人まで家族で治療が受けられる医院,6歳から始められる「こどもの矯正」が行えます。中高生の矯正は部活や受験などライフスタイルに合わせて、どのようなタイミングで開始するのが良いか相談しながら決めます。子どもから大人まで通えるため、家族で治療することが可能です。,,すごく丁寧に分かりやすく矯正の過程と費用を説明して下さって行ってよかったです。,Googleマップ,https://g.co/kgs/yXyLiF,矯正治療も色々な選択肢があり、新しい技術を積極的に取り入れていらっしゃると感じました。,Googleマップ,https://g.co/kgs/e1xEgV,https://otakanomori-ortho.com/images/clinic_slides08.png,https://otakanomori-ortho.com/images/clinic_slides01.png,https://otakanomori-ortho.com/images/clinic_slides02.png,https://otakanomori-ortho.com/images/clinic_slides03.png,https://otakanomori-ortho.com/images/doctor_img01.png,鈴木一史,はじめまして、流山おおたかの森矯正歯科の院長の鈴木一史です。当院は矯正歯科治療専門のクリニックです。皆様に安心して治療をお受けいただけるよう、分かりやすく、できる限り正しい情報を提供し、幅広い選択肢の中から患者さんお一人お一人にとって最良な治療方針をご提案するよう心がけております。私はこれまで10年以上、大学病院、矯正歯科治療専門クリニック勤務を通じ、数多くの矯正治療の経験を積んでまいりました。また、日本矯正歯科学会認定医の資格を有しております。ご自身、あるいはお子様の歯並びやお口元に関するお悩みがありましたら、どうぞお気軽にご相談ください。地域の皆様に信頼されるクリニックとなるよう、スタッフ一同努力してまいります。どうぞよろしくお願いいたします。,https://otakanomori-ortho.com/doctor.html,あり,,,,,,流山おおたかの森駅 徒歩3分,提携駐車場有,10:00～12:30,14:00～19:00,ー,ー,●,●,●,●,ー,ー,●,●,★,☆,★※,☆※,●,●,★：9:00〜12:30、☆：14:00〜17:00、※診療カレンダーをご確認ください,ChIJ2bG2EmabGGARXw0Cx3jB3VI,,,nagareyamaootakanomorikyouseishika,suzukikazushi,,,,
0,"たんざわ矯正歯科 ",https://www.tanzawa-dc.com/,流山,"700,000～750,000","900,000","900,000",,,小児矯正,"350,000",成人矯正治療,"350,000〜",,,,,矯正歯科により笑顔を作り出すプロ！,院長は歯列矯正専門医！,たんざわ矯正歯科 の院長は「日本矯正歯学学会認定医」のため、歯列矯正のプロです。一般的な表側の矯正装置を使用した治療から、取り外し可能なマウスピース型矯正装置など、専門性の高い矯正治療が受けられます。,予防歯科によりきれいな歯を保つ,矯正治療をして終わりではなく、その後もすてきな笑顔でいられるよう「予防歯科」が受けられます。歯科医師や歯科衛生士などの専門家が、自分では落とせない汚れを除去し、歯の表面を磨くことで歯の健康を守ることができます。,小さい子供がいても安心,小さな子どもがいても安心して治療できるよう、キッズスペースが設けられています。キッズスペースでは、たんざわ矯正歯科 のスタッフが遊んでくれるため、治療中に子どもから目を離すのが心配と思われる親御さんでも、安心して通えます。,,スタッフの方々がいつも優しくあたたかく迎えてくださり、院長先生も子ども慣れしていらっしゃるので、小さな子どもでも安心して通うことができています。,Googleマップ,https://g.co/kgs/eTYLr5,些細な不安や色々な疑問も院長先生が優しく聞いてくださり、丁寧に説明してくださったので信頼できる方だと思いました。,Googleマップ,https://g.co/kgs/kpPUUF,https://www.tanzawa-dc.com/img/top/top_concept_img_02@2x.jpg,https://www.tanzawa-dc.com/img/top/top_concept_img_03@2x.jpg,https://www.tanzawa-dc.com/img/top/top_concept_img_05@2x.jpg,https://www.tanzawa-dc.com/img/top/top_concept_bg_01@2x.jpg,https://www.tanzawa-dc.com/img/top/top_treatment_img_02@2x.jpg,丹澤豪,"キレイな歯並びと正しい嚙み合わせが得られると、自然とステキな笑顔になります。矯正治療をためらっていた方でも、実際に自分の歯並びがどんどんキレイになってくると、その喜びや感動を私たちに伝えてくださいます。
矯正治療は見た目の改善だけでなく、虫歯や歯周病、口臭などの予防にも役立ちます。生涯、美しく健康な口腔を維持するために、矯正治療はとても良い選択肢だと思います。
矯正治療を開始する時期は人それぞれですが、適切な時期になるべく短期間で行うことが大切です。大きな笑顔で、人生を豊かに、そして楽しいものにして頂けたらと思います。
当院では、子どもから大人まで、兄弟姉妹や親子、または夫婦で矯正治療を楽しんでいる方もいます。歯並びや嚙み合わせでお悩みの方は、ぜひお気軽にご相談ください。

",https://www.tanzawa-dc.com/#doctor,あり,,,,,,流山おおたかの森駅 徒歩7分,無料駐車場4台,10:00～13:00,15:00～19:00,●,●,●,●,●,●,ー,ー,●,●,●,★,ー,ー,ー,ー,★：14:30〜19:00,ChIJDXk1FRObGGARNYm9ngjWet0,,,tanzawakyouseishika,tanzawagou,,,,
0,K's歯科・矯正歯科クリニックおおたかの森,https://www.ks-dc-ootaka.com/,流山,価格提示なし,,,,,,,,,,,,,3人の専門家による最善の治療が受けられるクリニック,３人の専門家、チームワーク抜群！,K's歯科・矯正歯科クリニックおおたかの森では、むし歯や歯周病治療を行う「一般歯科」の先生と「矯正歯科」の先生が在籍。それぞれの先生たちが専門分野を活かし、チームワークによる最高の治療が受けられます。,的確な治療のための機器を完備,通常の拡大鏡よりも拡大率が大きく、最大20倍の倍率で患部を見ることができる「マイクロスコープ」による治療が受けられます。マイクロスコープにより、今までは見逃していたむし歯や感染部分の取り残しが防げます。,リラックスして治療ができる医院,痛みや身体への負担がなるべく少ない治療をするため「歯医者は怖い」と思われている方におすすめです。キッズスペース付きの診察室や、完全個室のカウンセリングルームがあるため、リラックスして治療にのぞめます。,,医師・スタッフともに不快に感じるようなことが一切なくすばらしい対応でした。,Googleマップ,https://g.co/kgs/ajH4Fz,金先生には本当にお世話になり、毎月の処置も丁寧で早くて確実で、毎回感心していました。,Googleマップ,https://g.co/kgs/pwdXNr,https://www.ks-dc-ootaka.com/img/img11.png,https://www.ks-dc-ootaka.com/img/img04b.png,https://www.ks-dc-ootaka.com/img/img04b.png,https://cdn.job-medley.com/customers/image_files/converted_v1-92e8e68a-e6c2-4290-adc3-0dbe6b433e96.jpg,https://dental.c-concierge.jp/imagetrim/0000023433/S/490_490/9/di_0000023433.jpg,北村慶、金亨俊,"小児期から矯正治療を含めた予防治療を受けることで、セルフケアがしやすい口腔内環境づくりを目指します。
また、むし歯になるリスクや歯周病予防に関して、お子さんからお年寄りまでご家族全員に正しい知識を持っていただくことで、歯を守り、生涯自分の歯で食事ができる、「楽しく幸せな人生を送っていただきたい。」というのが、私たちクリニックの一つの想いです。",https://www.ks-dc-ootaka.com/#s04,あり,,,,,,流山おおたかの森駅 徒歩6分,無料駐車場3台,10:00～13:30,15:30～20:00,●,●,ー,ー,●,●,●,●,●,●,★,☆,★,☆,ー,ー,★：9:30～13:00、☆：14:30～19:00,ChIJZzXEGD2bGGARWMwOIhVbt,,,k'sshika-kyousei-shika-clinicootakanomori,kitamurayoshi-kinkoushun,,,,
0,おおたかの森 みわ歯科・矯正歯科,https://www.miwa-dental.com/,流山,,"605,000",,,,小児矯正,"275,000",成人矯正治療,"330,000",部分矯正,"110,000～330,000",,,納得のいく治療ができるよう徹底している医院,治療するか迷っていても大丈夫,検査の前に「初回相談」が受けられます。初回相談では歯科矯正をやるかやらないかは決まっていないが「やってみたいな」と思った方でも相談が可能。治療期間や費用などの説明を受けたうえで、歯科矯正をするか患者さん自身で決めることができます。,納得のいく治療が受けられるクリニック,検査後は治療の流れが把握できるよう、結果を基に「治療計画書」を作成するため安心して治療できます。治療後に「イメージと違う」「こんなはずではなかった」とならないよう、リスクやデメリットまで正直に伝えるため信頼できます。,正確な診断を行うための充実した設備,通常の20倍の倍率で拡大できる「マイクロスコープ」、感度の高いセンサーで撮影できる「CT・デジタルレントゲン・セファロ」を導入し、より正確な診断や患者さんの負担軽減に繋がっています。先生やスタッフの経験と技術、最先端の機器により、患者さんの信頼を得ているクリニックです。,,歯科衛生士や受付の方含め、皆さんとても丁寧で感じが良く、安心して通える歯医者さんです。,Googleマップ,https://g.co/kgs/qHJjMq,とにかく先生・スタッフの方皆さんが親切丁寧で、医者・受付にありがちな上から目線がありませんので、とても気持ちよく安心して通える歯科です。,Googleマップ,https://g.co/kgs/Sn4ZMb,https://www.miwa-dental.com/img/access/map3.png,https://www.miwa-dental.com/img/facilities/img_fac01_02.png,https://www.miwa-dental.com/img/facilities/img_fac01_04.png,https://www.miwa-dental.com/img/facilities/img_fac02_06b.png,https://www.miwa-dental.com/img/staff/img_doctor01b.png,三輪浩之,みなさんこんにちは。院長の三輪浩之と申します。主に一般歯科を担当します。私は、福岡県の県立九州歯科大学を卒業後、茨城県つくば市の歯科医院に約１５年勤務してまいりました。その歯科医院では、予防歯科の権威である熊谷崇先生と同じ考え方で予防歯科を行っており、子供からお年寄りまで、個々のむし歯や歯周病のなりやすさ （リスク）を検査し、その人に合った予防方法を実践していくというものです。ただ、残念ながら予防を行っていても、歯を救えなかったりする場合はどうしてもあります。そういった場合には被せ物治療や、入れ歯治療を数多くこなし、その予後をフィードバックしてまいりました。私が「流山おおたかの森」での開業を決めたのは、つくば市と人口動態が非常に似ており、さまざまな年代が集まり、躍動していくとても魅力ある場所に感じたからです。今まで培った臨床経験をこの地域に貢献できればと思います。そして、皆さんがいつまでもご自身の歯で楽しく毎日を過ごせるように、 歯の大切さ、そして歯を守るための方法をお伝えしていきたいと考えております。 どうぞよろしくお願いいたします。,https://www.miwa-dental.com/staff.html,あり,,,,,,流山おおたかの森駅 徒歩9分,無料駐車場完備,10:00～13:30,15:00～20:00,●,●,●,●,●,●,ー,ー,●,●,★,☆,※,ー,ー,ー,★：9:30～13:30、☆：14:30～18:00、※：9:00～13:00（隔週）,ChIJUS_GqrSbGGAREzneEbsq3sg,,,ootakanomori-miwashika-kyouseishika,miwahiroyuki,,,,
0,流山ありす歯科・矯正歯科,https://sakurashika-g.jp/clinic/nagareyama-alice/,流山,"650,000~800,000",,"632,500~800,000",,,小児矯正,"360,000~450,000",,,,,,,歯医者ぎらいの方におすすめ！優しい治療の専門医,痛みに徹底的に配慮した治療,「歯医者は怖い・痛い」と治療に抵抗がある方でもリラックスできるよう、痛みに配慮した治療が受けられます。注射針の痛みをなくす「表面麻酔」をして、しっかり麻酔が効いてから治療を始めるため、治療への怖さが軽減されます。,子どもでも楽しく通えるクリニック,子どもを歯医者嫌いにさせないためにキッズスペースにはかわいいキャラクターの絵があったり、ビンゴ大会などのキッズイベントがあったりなど工夫がされています。託児専門のスタッフもおり、治療を受けている親御さんも安心です。,無料カウンセリングで心配を解消,矯正治療をする前の不安や心配を解消できる、無料カウンセリングが受けられます。矯正歯科を専門とする資格を持った矯正医に相談することが可能。治療計画を作成し流れを把握できるため、イメージがしやすくなります。,,先生もとても優しい方で、懇切丁寧に歯の磨き方や定期検診の大切さを教えていただきました。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/z200008096/tab/7/,新しい歯医者ということで、中も綺麗で安心感がありました。先生も優しくて、話しやすい雰囲気のある方だったので怖くなかったです！,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/z200008096/tab/7/,https://sakurashika-g.jp/clinic/images/nagareyama-alice/gaikan1_MG_8799.png,https://sakurashika-g.jp/clinic/images/nagareyama-alice/gaikan_4.JPG,https://haisha-yoyaku.jp/images/material/m1316878_31.jpg,https://haisha-yoyaku.jp/images/material/m1316878_01.jpg,https://sakurashika-g.jp/clinic/images/nagareyama-alice/mastubara_takashi_2.JPG,松原崇史,こんにちは！流山ありす歯科・矯正歯科 院長の松原崇史です。私は診療時に、できるだけ患者さまに寄り添った治療を行うことを心がけています。来院される患者さまの中には、「怖い」「痛い」と不安を抱えている方もいらっしゃいます。そのような患者さまの気持ちに寄り添い、不安を取り除けるよう親身に対応いたします。また、私が歯科医師になったきっかけは、医師であった父の影響もあります。父のような医療従事者になりたいと思い、日々診療を行っています。,https://sakurashika-g.jp/staff/nagareyama-alice/,あり,,,,,,流山おおたかの森駅 徒歩5分,有料駐車場有,9:00～12:00,13:30～18:30,●,●,●,●,●,●,●,●,●,●,●,●,●,●,ー,ー,,ChIJDxyQxlKbGGAR00KnWqWEWLQ,,,nagareyamaarisushika-kyouseishika,matsubaratakashi,,,,
0,ABC歯科クリニック,https://www.abc-dc.jp/,流山,,,,,,小児矯正,"400,000～700,000",,,,,,,患者さんの気持ちにそった診察をしてくれるクリニック,カウンセリングに力を入れている医院,つねに患者さんの立場に立った治療ができるようにカウンセリングに力を入れているため、小さなことでも相談が可能。治療に入る前にはレントゲン撮影や歯型の採取などの検査結果から治療計画を立て、治療の期間や費用を説明するため安心です。,チーム医療でより良い治療ができるクリニック,ABC歯科クリニックでは矯正の治療だけでなく、一人一人に合わせたさまざまな口腔内の悩みに対応可能。「一般歯科」「小児歯科」「口腔外科」「インプラント」などそれぞれの専門の医師と連携をとって最善の治療ができます。,最先端の機器と技術のある医師,精密で正確な型どりができる最先端のスキャナーを使用することで、かみ合わせや矯正治療のシミュレーションができます。ABC歯科クリニックでは技術や知識のある矯正担当医が矯正治療を行うため、安心して任せられます。,,説明もきちんとしてくださるので信頼出来る歯科クリニックだと思います。診察室が個室になっているのでこのコロナ禍でも安心して受診出来ます。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/1232331486/tab/7/,スタッフの方がとても気持ちよく対応してくれました。女性の方が明るくて話しやすかったです。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/1232331486/tab/7/,https://media.medicaldoc.jp/wp-content/uploads/2022/03/1fe8bee9fd486b2c675d82f3fc268556-e1648607994693.jpg,https://www.abc-dc.jp/images/access_img_01.jpg,https://www.abc-dc.jp/images/access_img_04.jpg,https://www.guppy.jp/files/img/job/256/25699/25699_059319979888248_l.jpg,https://www.abc-dc.jp/images/staff_img_01.jpg,髙橋克彦,千葉県流山市初石の「ABC歯科クリニック」は、東武鉄道野田線「初石駅」からすぐの通いやすい歯医者です。当院では、患者さまのさまざまなお口のお悩みにしっかり対応するために、一般歯科・小児歯科・矯正歯科・口腔外科・インプラント治療など専門的な分野についてはそれぞれ専門医が担当し、連携をとって診療にあたっています。,https://www.abc-dc.jp/clinic/staff.html,あり,,,,,,初石駅 徒歩1分,提携駐車場有,9:30～13:30,15:00～19:30,ー,ー,●,●,●,●,●,●,ー,ー,★,★,☆,☆,ー,ー,★：9:30～16:00、☆：9:30～15:00,ChIJUU48CuibGGARvwEf2hCTEnw,,,abc-shika-clinic,takahashikatsuhiko,,,,
0,みなみながれやま矯正歯科,http://minamioo.com/index.html,流山,,"880,000～","880,000～",,,小児矯正,"110,000～",成人矯正治療,"550,000～",,,,,流山市で気軽に相談できるクリニック,メールでの事前相談が可能,「矯正治療に心配がある」「自分に合った矯正治療が分からない」などの不安がある方は、メールでの事前相談ができます。他院ですでに治療したけど「みなみながれやま矯正歯科」でサカンドオピニオンを受けたい方や、すでにメールで相談したけれど再び相談したい方も可能です。,治療方針を一緒に決められるクリニック,部活や習い事、仕事などライフスタイルに合わせた治療を行うため、忙しくて矯正治療を敬遠していた方におすすめです。どのような方法でいつから治療を始めたらいいかなど一緒に考えるため、納得のいく治療ができます。,子どもの目線に立った診療をしてくれる医院,待ち時間も楽しく過ごせるよう、待合室にはおもちゃや本などが完備。一人になってもさみしくないように、レントゲン室にはぬいぐるみや写真があります。歯医者嫌いにならないよう院内にはさまざまな工夫がされているため、小さなお子さんがいても安心です。,,,,,,,,http://minamioo.com/toppic1.jpg,http://minamioo.com/22.jpg,http://minamioo.com/PICT34461.JPG,http://minamioo.com/61.jpg,,,,http://minamioo.com/guide.html,あり,,,,,,南流山駅 徒歩3分,無料駐車場1台,10:00～12:00,14:30～19:00,ー,ー,●,●,●※,●※,●※,●※,●,●,★,☆,★,ー,ー,ー,★：9:00～13:00、☆：14:30～17:00、※：隔週休み,ChIJO6TbmBmbGGARttV6d6_aH3E,,,minaminagareyamakyouseishika,,,,,
0,松井デンタルオフィス,https://matsui-dental-office.com/,流山,,,"860,000〜",,,,,,,,,,,最先端で最良の医療の提供を目指している医院,最先端の機器を多数所有,肉眼の20倍の視野を得られるマイクロスコープを、松井デンタルオフィスの常勤ドクター全員が常に使用できるよう３台所有しています。高いレベルのレーザー、CTなど揃え、大学病院でしかできない高度な治療も可能です。,治療後のサポートも充実,松井デンタルオフィスが提供する「予防歯科」により、治療後も健康で綺麗な口腔内を保つことができます。患者さんの生活習慣や理解度に合わせた口腔ケアを提案するため、予防歯科に対するモチベーションが高まります。,セカンドオピニオンに強いクリニック,治療を受けているが不安や疑問がある場合、他院でセカンドオピニオンをするために紹介状の作成が可能。他の病院で治療している患者さんでも、心配がある場合には松井デンタルオフィスでセカンドオピニオンが受けられます。,,先生はとてもしっかり説明してくださり、分かりやすかったです。相談、質問等はとてもしやすい先生だと思います。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/z200005610/tab/7/,知識がない私にも分かりやすく、細かく説明してくれてありがたかったです。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/z200005610/tab/7/,https://matsui-dental-office.com/images/clinic_slides01.png,https://matsui-dental-office.com/images/clinic_slides03.png,https://matsui-dental-office.com/images/clinic_slides05.png,https://matsui-dental-office.com/images/clinic_slides06.png,https://matsui-dental-office.com/images/doctor.png,松井寛,機器、治療方法、治療方針など歯科医療は日々進歩しています。昔では不可能な事が実現できたり、逆に行われなくなった事もあります。マイクロスコープを用いた１歯の治療から全顎的なインプラント、光学スキャナーによる審美セラミック治療など新しい治療技術も提供していますが、まずは治療を行わないために「予防歯科」を最重視し皆様の健口を世代を超えて長くサポートできる様に、スタッフ一同努力して参ります。,https://matsui-dental-office.com/clinic.html,あり,,,,,,流山おおたかの森駅 徒歩2分,駐車場なし,10:00〜13:30,15:00〜20:00,●,●,★,☆,ー,ー,★,☆,●,●,★,☆,★,☆,ー,ー,★：10:00～14:00、☆：15:00～18:00,ChIJX_sBbpGbGGAR-oIweD35T1c,,,matsuidental-office,matsuihiroshi,,,,
